// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.13 sec)   *****
// Found 8 benchmarks:
//   StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_ExistingBuffer2: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
//   StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
//   StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
//   StringBenchmarks.ToString_ExistingBuffer2: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0-preview4-27615-11 (CoreCLR 4.6.27615.73, CoreFX 4.700.19.21213), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-FUMGBY(Toolchain=InProcessEmitToolchain)

WorkloadPilot    1: 16 op, 44400.00 ns, 2.7750 us/op
WorkloadPilot    2: 32 op, 42300.00 ns, 1.3219 us/op
WorkloadPilot    3: 64 op, 71000.00 ns, 1.1094 us/op
WorkloadPilot    4: 128 op, 151100.00 ns, 1.1805 us/op
WorkloadPilot    5: 256 op, 217500.00 ns, 849.6094 ns/op
WorkloadPilot    6: 512 op, 410100.00 ns, 800.9766 ns/op
WorkloadPilot    7: 1024 op, 738500.00 ns, 721.1914 ns/op
WorkloadPilot    8: 2048 op, 1901100.00 ns, 928.2715 ns/op
WorkloadPilot    9: 4096 op, 3049100.00 ns, 744.4092 ns/op
WorkloadPilot   10: 8192 op, 6361600.00 ns, 776.5625 ns/op
WorkloadPilot   11: 16384 op, 13870600.00 ns, 846.5942 ns/op
WorkloadPilot   12: 32768 op, 30301300.00 ns, 924.7223 ns/op
WorkloadPilot   13: 65536 op, 55126600.00 ns, 841.1652 ns/op
WorkloadPilot   14: 131072 op, 107809500.00 ns, 822.5212 ns/op
WorkloadPilot   15: 262144 op, 216345700.00 ns, 825.2934 ns/op
WorkloadPilot   16: 524288 op, 433569900.00 ns, 826.9690 ns/op
WorkloadPilot   17: 1048576 op, 859223200.00 ns, 819.4191 ns/op

OverheadWarmup   1: 1048576 op, 4946900.00 ns, 4.7177 ns/op
OverheadWarmup   2: 1048576 op, 4912400.00 ns, 4.6848 ns/op
OverheadWarmup   3: 1048576 op, 5142300.00 ns, 4.9041 ns/op
OverheadWarmup   4: 1048576 op, 5137000.00 ns, 4.8990 ns/op
OverheadWarmup   5: 1048576 op, 4965900.00 ns, 4.7359 ns/op
OverheadWarmup   6: 1048576 op, 4920700.00 ns, 4.6927 ns/op
OverheadWarmup   7: 1048576 op, 4975400.00 ns, 4.7449 ns/op
OverheadWarmup   8: 1048576 op, 4976100.00 ns, 4.7456 ns/op
OverheadWarmup   9: 1048576 op, 4944100.00 ns, 4.7151 ns/op

OverheadActual   1: 1048576 op, 5067100.00 ns, 4.8324 ns/op
OverheadActual   2: 1048576 op, 4945000.00 ns, 4.7159 ns/op
OverheadActual   3: 1048576 op, 5207700.00 ns, 4.9664 ns/op
OverheadActual   4: 1048576 op, 4898900.00 ns, 4.6720 ns/op
OverheadActual   5: 1048576 op, 4968400.00 ns, 4.7382 ns/op
OverheadActual   6: 1048576 op, 4913100.00 ns, 4.6855 ns/op
OverheadActual   7: 1048576 op, 5095100.00 ns, 4.8591 ns/op
OverheadActual   8: 1048576 op, 4979500.00 ns, 4.7488 ns/op
OverheadActual   9: 1048576 op, 5005300.00 ns, 4.7734 ns/op
OverheadActual  10: 1048576 op, 5026200.00 ns, 4.7934 ns/op
OverheadActual  11: 1048576 op, 4982700.00 ns, 4.7519 ns/op
OverheadActual  12: 1048576 op, 4970800.00 ns, 4.7405 ns/op
OverheadActual  13: 1048576 op, 4987500.00 ns, 4.7565 ns/op
OverheadActual  14: 1048576 op, 4924000.00 ns, 4.6959 ns/op
OverheadActual  15: 1048576 op, 4950300.00 ns, 4.7210 ns/op

WorkloadWarmup   1: 1048576 op, 859933500.00 ns, 820.0965 ns/op
WorkloadWarmup   2: 1048576 op, 867327800.00 ns, 827.1482 ns/op
WorkloadWarmup   3: 1048576 op, 858102000.00 ns, 818.3498 ns/op
WorkloadWarmup   4: 1048576 op, 865776100.00 ns, 825.6684 ns/op
WorkloadWarmup   5: 1048576 op, 859838600.00 ns, 820.0060 ns/op
WorkloadWarmup   6: 1048576 op, 879443300.00 ns, 838.7025 ns/op

WorkloadActual   1: 1048576 op, 863112900.00 ns, 823.1286 ns/op
WorkloadActual   2: 1048576 op, 869337700.00 ns, 829.0650 ns/op
WorkloadActual   3: 1048576 op, 883940100.00 ns, 842.9910 ns/op
WorkloadActual   4: 1048576 op, 866792100.00 ns, 826.6374 ns/op
WorkloadActual   5: 1048576 op, 869070500.00 ns, 828.8102 ns/op
WorkloadActual   6: 1048576 op, 863322300.00 ns, 823.3283 ns/op
WorkloadActual   7: 1048576 op, 863056800.00 ns, 823.0751 ns/op
WorkloadActual   8: 1048576 op, 858819400.00 ns, 819.0340 ns/op
WorkloadActual   9: 1048576 op, 878308600.00 ns, 837.6204 ns/op
WorkloadActual  10: 1048576 op, 865773500.00 ns, 825.6660 ns/op
WorkloadActual  11: 1048576 op, 870725900.00 ns, 830.3889 ns/op
WorkloadActual  12: 1048576 op, 880762800.00 ns, 839.9609 ns/op
WorkloadActual  13: 1048576 op, 861845300.00 ns, 821.9197 ns/op
WorkloadActual  14: 1048576 op, 870902100.00 ns, 830.5570 ns/op
WorkloadActual  15: 1048576 op, 859029000.00 ns, 819.2339 ns/op

WorkloadResult   1: 1048576 op, 858133400.00 ns, 818.3798 ns/op
WorkloadResult   2: 1048576 op, 864358200.00 ns, 824.3162 ns/op
WorkloadResult   3: 1048576 op, 861812600.00 ns, 821.8885 ns/op
WorkloadResult   4: 1048576 op, 864091000.00 ns, 824.0614 ns/op
WorkloadResult   5: 1048576 op, 858342800.00 ns, 818.5795 ns/op
WorkloadResult   6: 1048576 op, 858077300.00 ns, 818.3263 ns/op
WorkloadResult   7: 1048576 op, 853839900.00 ns, 814.2852 ns/op
WorkloadResult   8: 1048576 op, 873329100.00 ns, 832.8715 ns/op
WorkloadResult   9: 1048576 op, 860794000.00 ns, 820.9171 ns/op
WorkloadResult  10: 1048576 op, 865746400.00 ns, 825.6401 ns/op
WorkloadResult  11: 1048576 op, 875783300.00 ns, 835.2120 ns/op
WorkloadResult  12: 1048576 op, 856865800.00 ns, 817.1709 ns/op
WorkloadResult  13: 1048576 op, 865922600.00 ns, 825.8081 ns/op
WorkloadResult  14: 1048576 op, 854049500.00 ns, 814.4851 ns/op
GC:  101 0 0 1895825408 1048576


Mean = 822.2816 ns, StdErr = 1.6704 ns (0.20%); N = 14, StdDev = 6.2500 ns
Min = 814.2852 ns, Q1 = 818.3263 ns, Median = 821.4028 ns, Q3 = 825.6401 ns, Max = 835.2120 ns
IQR = 7.3138 ns, LowerFence = 807.3555 ns, UpperFence = 836.6108 ns
ConfidenceInterval = [815.2312 ns; 829.3319 ns] (CI 99.9%), Margin = 7.0504 ns (0.86% of Mean)
Skewness = 0.63, Kurtosis = 2.34, MValue = 2

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\ActorFrameworkBenchmarks.StringBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\ActorFrameworkBenchmarks.StringBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\ActorFrameworkBenchmarks.StringBenchmarks-report.html

// * Detailed results *
StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 89.7503 ns, StdErr = 0.1967 ns (0.22%); N = 14, StdDev = 0.7359 ns
Min = 88.8520 ns, Q1 = 89.2484 ns, Median = 89.6119 ns, Q3 = 89.8828 ns, Max = 91.2809 ns
IQR = 0.6344 ns, LowerFence = 88.2968 ns, UpperFence = 90.8345 ns
ConfidenceInterval = [88.9201 ns; 90.5804 ns] (CI 99.9%), Margin = 0.8301 ns (0.92% of Mean)
Skewness = 0.85, Kurtosis = 2.51, MValue = 2
-------------------- Histogram --------------------
[88.753 ns ; 91.548 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 195.4087 ns, StdErr = 0.7097 ns (0.36%); N = 14, StdDev = 2.6556 ns
Min = 192.5383 ns, Q1 = 193.4633 ns, Median = 194.6697 ns, Q3 = 196.0388 ns, Max = 200.7160 ns
IQR = 2.5755 ns, LowerFence = 189.5999 ns, UpperFence = 199.9021 ns
ConfidenceInterval = [192.4130 ns; 198.4044 ns] (CI 99.9%), Margin = 2.9957 ns (1.53% of Mean)
Skewness = 0.79, Kurtosis = 2.14, MValue = 2
-------------------- Histogram --------------------
[191.574 ns ; 201.680 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 98.8446 ns, StdErr = 0.1093 ns (0.11%); N = 13, StdDev = 0.3942 ns
Min = 98.2698 ns, Q1 = 98.5366 ns, Median = 98.7695 ns, Q3 = 99.0274 ns, Max = 99.8219 ns
IQR = 0.4908 ns, LowerFence = 97.8003 ns, UpperFence = 99.7636 ns
ConfidenceInterval = [98.3726 ns; 99.3167 ns] (CI 99.9%), Margin = 0.4720 ns (0.48% of Mean)
Skewness = 0.88, Kurtosis = 3.44, MValue = 2
-------------------- Histogram --------------------
[98.123 ns ; 99.969 ns) | @@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer2: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 108.4268 ns, StdErr = 0.5191 ns (0.48%); N = 15, StdDev = 2.0105 ns
Min = 106.6926 ns, Q1 = 106.9237 ns, Median = 107.7652 ns, Q3 = 109.6523 ns, Max = 113.9950 ns
IQR = 2.7286 ns, LowerFence = 102.8308 ns, UpperFence = 113.7453 ns
ConfidenceInterval = [106.2775 ns; 110.5761 ns] (CI 99.9%), Margin = 2.1493 ns (1.98% of Mean)
Skewness = 1.35, Kurtosis = 4.2, MValue = 2
-------------------- Histogram --------------------
[106.221 ns ; 108.600 ns) | @@@@@@@@@@
[108.600 ns ; 114.708 ns) | @@@@@
---------------------------------------------------

StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 844.8292 ns, StdErr = 1.9049 ns (0.23%); N = 14, StdDev = 7.1275 ns
Min = 836.2652 ns, Q1 = 839.6873 ns, Median = 843.7897 ns, Q3 = 847.1437 ns, Max = 861.9658 ns
IQR = 7.4563 ns, LowerFence = 828.5029 ns, UpperFence = 858.3281 ns
ConfidenceInterval = [836.7889 ns; 852.8694 ns] (CI 99.9%), Margin = 8.0403 ns (0.95% of Mean)
Skewness = 0.84, Kurtosis = 2.95, MValue = 2
-------------------- Histogram --------------------
[833.678 ns ; 864.554 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 919.4402 ns, StdErr = 1.7411 ns (0.19%); N = 15, StdDev = 6.7433 ns
Min = 911.4973 ns, Q1 = 914.0330 ns, Median = 918.7930 ns, Q3 = 924.2640 ns, Max = 936.1971 ns
IQR = 10.2310 ns, LowerFence = 898.6865 ns, UpperFence = 939.6105 ns
ConfidenceInterval = [912.2312 ns; 926.6492 ns] (CI 99.9%), Margin = 7.2090 ns (0.78% of Mean)
Skewness = 0.88, Kurtosis = 3.05, MValue = 2
-------------------- Histogram --------------------
[909.105 ns ; 938.590 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 813.8245 ns, StdErr = 1.4578 ns (0.18%); N = 14, StdDev = 5.4547 ns
Min = 807.5555 ns, Q1 = 810.1398 ns, Median = 811.9326 ns, Q3 = 817.4200 ns, Max = 826.7775 ns
IQR = 7.2802 ns, LowerFence = 799.2196 ns, UpperFence = 828.3402 ns
ConfidenceInterval = [807.6713 ns; 819.9778 ns] (CI 99.9%), Margin = 6.1533 ns (0.76% of Mean)
Skewness = 0.82, Kurtosis = 2.75, MValue = 2
-------------------- Histogram --------------------
[805.575 ns ; 828.758 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer2: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 822.2816 ns, StdErr = 1.6704 ns (0.20%); N = 14, StdDev = 6.2500 ns
Min = 814.2852 ns, Q1 = 818.3263 ns, Median = 821.4028 ns, Q3 = 825.6401 ns, Max = 835.2120 ns
IQR = 7.3138 ns, LowerFence = 807.3555 ns, UpperFence = 836.6108 ns
ConfidenceInterval = [815.2312 ns; 829.3319 ns] (CI 99.9%), Margin = 7.0504 ns (0.86% of Mean)
Skewness = 0.63, Kurtosis = 2.34, MValue = 2
-------------------- Histogram --------------------
[812.016 ns ; 837.481 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.706 (1803/April2018Update/Redstone4)
Intel Core i7-7700HQ CPU 2.80GHz (Kaby Lake), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.0.100-preview4-011223
  [Host] : .NET Core 3.0.0-preview4-27615-11 (CoreCLR 4.6.27615.73, CoreFX 4.700.19.21213), 64bit RyuJIT

Job=InProcess  Toolchain=InProcessEmitToolchain  

|                   Method |                  Test |      Mean |     Error |    StdDev | Ratio | RatioSD |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------------------- |---------------------- |----------:|----------:|----------:|------:|--------:|-------:|------:|------:|----------:|
|            ToString_Base |  <keep(...)9" /> [40] |  89.75 ns | 0.8301 ns | 0.7359 ns |  1.00 |    0.00 | 0.0055 |     - |     - |     104 B |
|            ToString_Pool |  <keep(...)9" /> [40] | 195.41 ns | 2.9957 ns | 2.6556 ns |  2.18 |    0.04 | 0.0055 |     - |     - |     104 B |
|  ToString_ExistingBuffer |  <keep(...)9" /> [40] |  98.84 ns | 0.4720 ns | 0.3942 ns |  1.10 |    0.01 | 0.0055 |     - |     - |     104 B |
| ToString_ExistingBuffer2 |  <keep(...)9" /> [40] | 108.43 ns | 2.1493 ns | 2.0105 ns |  1.21 |    0.03 | 0.0055 |     - |     - |     104 B |
|                          |                       |           |           |           |       |         |        |       |       |           |
|            ToString_Base | <matc(...)list> [893] | 844.83 ns | 8.0403 ns | 7.1275 ns |  1.00 |    0.00 | 0.0963 |     - |     - |    1808 B |
|            ToString_Pool | <matc(...)list> [893] | 919.44 ns | 7.2090 ns | 6.7433 ns |  1.09 |    0.01 | 0.0963 |     - |     - |    1808 B |
|  ToString_ExistingBuffer | <matc(...)list> [893] | 813.82 ns | 6.1533 ns | 5.4547 ns |  0.96 |    0.01 | 0.0963 |     - |     - |    1808 B |
| ToString_ExistingBuffer2 | <matc(...)list> [893] | 822.28 ns | 7.0504 ns | 6.2500 ns |  0.97 |    0.01 | 0.0963 |     - |     - |    1808 B |

// * Legends *
  Test      : Value of the 'Test' parameter
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:03:05 (185.93 sec), executed benchmarks: 8

Global total time: 00:03:06 (186.08 sec), executed benchmarks: 8
// * Artifacts cleanup *
