// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.14 sec)   *****
// Found 8 benchmarks:
//   StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_ExistingBuffer_Ext: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
//   StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
//   StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
//   StringBenchmarks.ToString_ExistingBuffer_Ext: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
//   StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0-preview4-27615-11 (CoreCLR 4.6.27615.73, CoreFX 4.700.19.21213), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-YBYMHM(Toolchain=InProcessEmitToolchain)

WorkloadActual   7: 1048576 op, 937014200.00 ns, 893.6064 ns/op
WorkloadActual   8: 1048576 op, 787465100.00 ns, 750.9852 ns/op
WorkloadActual   9: 1048576 op, 787009200.00 ns, 750.5505 ns/op
WorkloadActual  10: 1048576 op, 843908900.00 ns, 804.8142 ns/op
WorkloadActual  11: 1048576 op, 786442400.00 ns, 750.0099 ns/op
WorkloadActual  12: 1048576 op, 787201900.00 ns, 750.7342 ns/op
WorkloadActual  13: 1048576 op, 784875700.00 ns, 748.5158 ns/op
WorkloadActual  14: 1048576 op, 796320300.00 ns, 759.4302 ns/op
WorkloadActual  15: 1048576 op, 790418800.00 ns, 753.8021 ns/op

WorkloadResult   1: 1048576 op, 787576700.00 ns, 751.0917 ns/op
WorkloadResult   2: 1048576 op, 802417300.00 ns, 765.2448 ns/op
WorkloadResult   3: 1048576 op, 781104100.00 ns, 744.9189 ns/op
WorkloadResult   4: 1048576 op, 777897600.00 ns, 741.8610 ns/op
WorkloadResult   5: 1048576 op, 785667300.00 ns, 749.2707 ns/op
WorkloadResult   6: 1048576 op, 782333600.00 ns, 746.0915 ns/op
WorkloadResult   7: 1048576 op, 781877700.00 ns, 745.6567 ns/op
WorkloadResult   8: 1048576 op, 781310900.00 ns, 745.1161 ns/op
WorkloadResult   9: 1048576 op, 782070400.00 ns, 745.8405 ns/op
WorkloadResult  10: 1048576 op, 779744200.00 ns, 743.6220 ns/op
WorkloadResult  11: 1048576 op, 791188800.00 ns, 754.5364 ns/op
WorkloadResult  12: 1048576 op, 785287300.00 ns, 748.9083 ns/op
GC:  101 0 0 1895825408 1048576


Mean = 748.5132 ns, StdErr = 1.8204 ns (0.24%); N = 12, StdDev = 6.3059 ns
Min = 741.8610 ns, Q1 = 745.0175 ns, Median = 745.9660 ns, Q3 = 750.1812 ns, Max = 765.2448 ns
IQR = 5.1637 ns, LowerFence = 737.2720 ns, UpperFence = 757.9267 ns
ConfidenceInterval = [740.4363 ns; 756.5901 ns] (CI 99.9%), Margin = 8.0769 ns (1.08% of Mean)
Skewness = 1.45, Kurtosis = 4.36, MValue = 2

// **************************
// Benchmark: StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0-preview4-27615-11 (CoreCLR 4.6.27615.73, CoreFX 4.700.19.21213), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-YBYMHM(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 411700.00 ns, 411.7000 us/op
WorkloadJitting  1: 1 op, 327600.00 ns, 327.6000 us/op

OverheadJitting  2: 16 op, 1182500.00 ns, 73.9062 us/op
WorkloadJitting  2: 16 op, 1268300.00 ns, 79.2687 us/op

WorkloadPilot    1: 16 op, 30300.00 ns, 1.8938 us/op
WorkloadPilot    2: 32 op, 36100.00 ns, 1.1281 us/op
WorkloadPilot    3: 64 op, 86800.00 ns, 1.3562 us/op
WorkloadPilot    4: 128 op, 121000.00 ns, 945.3125 ns/op
WorkloadPilot    5: 256 op, 263600.00 ns, 1.0297 us/op
WorkloadPilot    6: 512 op, 362800.00 ns, 708.5938 ns/op
WorkloadPilot    7: 1024 op, 923000.00 ns, 901.3672 ns/op
WorkloadPilot    8: 2048 op, 1434900.00 ns, 700.6348 ns/op
WorkloadPilot    9: 4096 op, 2935600.00 ns, 716.6992 ns/op
WorkloadPilot   10: 8192 op, 6238700.00 ns, 761.5601 ns/op
WorkloadPilot   11: 16384 op, 12767300.00 ns, 779.2542 ns/op
WorkloadPilot   12: 32768 op, 25174300.00 ns, 768.2587 ns/op
WorkloadPilot   13: 65536 op, 50087300.00 ns, 764.2715 ns/op
WorkloadPilot   14: 131072 op, 99017600.00 ns, 755.4443 ns/op
WorkloadPilot   15: 262144 op, 196427600.00 ns, 749.3118 ns/op
WorkloadPilot   16: 524288 op, 392494300.00 ns, 748.6235 ns/op
WorkloadPilot   17: 1048576 op, 780503700.00 ns, 744.3463 ns/op

OverheadWarmup   1: 1048576 op, 5113800.00 ns, 4.8769 ns/op
OverheadWarmup   2: 1048576 op, 5129400.00 ns, 4.8918 ns/op
OverheadWarmup   3: 1048576 op, 5109700.00 ns, 4.8730 ns/op
OverheadWarmup   4: 1048576 op, 5131800.00 ns, 4.8941 ns/op
OverheadWarmup   5: 1048576 op, 5144300.00 ns, 4.9060 ns/op
OverheadWarmup   6: 1048576 op, 5120900.00 ns, 4.8837 ns/op

OverheadActual   1: 1048576 op, 5075600.00 ns, 4.8405 ns/op
OverheadActual   2: 1048576 op, 5207600.00 ns, 4.9664 ns/op
OverheadActual   3: 1048576 op, 5093500.00 ns, 4.8575 ns/op
OverheadActual   4: 1048576 op, 5420700.00 ns, 5.1696 ns/op
OverheadActual   5: 1048576 op, 5130300.00 ns, 4.8926 ns/op
OverheadActual   6: 1048576 op, 5388300.00 ns, 5.1387 ns/op
OverheadActual   7: 1048576 op, 5103900.00 ns, 4.8675 ns/op
OverheadActual   8: 1048576 op, 5074500.00 ns, 4.8394 ns/op
OverheadActual   9: 1048576 op, 5124400.00 ns, 4.8870 ns/op
OverheadActual  10: 1048576 op, 5311700.00 ns, 5.0656 ns/op
OverheadActual  11: 1048576 op, 5486700.00 ns, 5.2325 ns/op
OverheadActual  12: 1048576 op, 5590200.00 ns, 5.3312 ns/op
OverheadActual  13: 1048576 op, 5125900.00 ns, 4.8884 ns/op
OverheadActual  14: 1048576 op, 5053700.00 ns, 4.8196 ns/op
OverheadActual  15: 1048576 op, 5057500.00 ns, 4.8232 ns/op

WorkloadWarmup   1: 1048576 op, 794942100.00 ns, 758.1159 ns/op
WorkloadWarmup   2: 1048576 op, 784706200.00 ns, 748.3541 ns/op
WorkloadWarmup   3: 1048576 op, 787652800.00 ns, 751.1642 ns/op
WorkloadWarmup   4: 1048576 op, 858449300.00 ns, 818.6810 ns/op
WorkloadWarmup   5: 1048576 op, 786508100.00 ns, 750.0726 ns/op
WorkloadWarmup   6: 1048576 op, 799522300.00 ns, 762.4839 ns/op
WorkloadWarmup   7: 1048576 op, 785248300.00 ns, 748.8711 ns/op

WorkloadActual   1: 1048576 op, 784131800.00 ns, 747.8064 ns/op
WorkloadActual   2: 1048576 op, 811200100.00 ns, 773.6207 ns/op
WorkloadActual   3: 1048576 op, 791522100.00 ns, 754.8543 ns/op
WorkloadActual   4: 1048576 op, 778831600.00 ns, 742.7517 ns/op
WorkloadActual   5: 1048576 op, 792788600.00 ns, 756.0621 ns/op
WorkloadActual   6: 1048576 op, 790345700.00 ns, 753.7324 ns/op
WorkloadActual   7: 1048576 op, 789104900.00 ns, 752.5491 ns/op
WorkloadActual   8: 1048576 op, 779264900.00 ns, 743.1649 ns/op
WorkloadActual   9: 1048576 op, 782398200.00 ns, 746.1531 ns/op
WorkloadActual  10: 1048576 op, 821789900.00 ns, 783.7199 ns/op
WorkloadActual  11: 1048576 op, 782823200.00 ns, 746.5584 ns/op
WorkloadActual  12: 1048576 op, 788920000.00 ns, 752.3727 ns/op
WorkloadActual  13: 1048576 op, 789597600.00 ns, 753.0190 ns/op
WorkloadActual  14: 1048576 op, 786636300.00 ns, 750.1948 ns/op
WorkloadActual  15: 1048576 op, 788826000.00 ns, 752.2831 ns/op

WorkloadResult   1: 1048576 op, 779005900.00 ns, 742.9179 ns/op
WorkloadResult   2: 1048576 op, 786396200.00 ns, 749.9659 ns/op
WorkloadResult   3: 1048576 op, 773705700.00 ns, 737.8633 ns/op
WorkloadResult   4: 1048576 op, 787662700.00 ns, 751.1737 ns/op
WorkloadResult   5: 1048576 op, 785219800.00 ns, 748.8440 ns/op
WorkloadResult   6: 1048576 op, 783979000.00 ns, 747.6606 ns/op
WorkloadResult   7: 1048576 op, 774139000.00 ns, 738.2765 ns/op
WorkloadResult   8: 1048576 op, 777272300.00 ns, 741.2646 ns/op
WorkloadResult   9: 1048576 op, 777697300.00 ns, 741.6699 ns/op
WorkloadResult  10: 1048576 op, 783794100.00 ns, 747.4843 ns/op
WorkloadResult  11: 1048576 op, 784471700.00 ns, 748.1305 ns/op
WorkloadResult  12: 1048576 op, 781510400.00 ns, 745.3064 ns/op
WorkloadResult  13: 1048576 op, 783700100.00 ns, 747.3947 ns/op
GC:  101 0 0 1895825408 1048576


Mean = 745.2271 ns, StdErr = 1.2176 ns (0.16%); N = 13, StdDev = 4.3901 ns
Min = 737.8633 ns, Q1 = 741.4673 ns, Median = 747.3947 ns, Q3 = 748.4872 ns, Max = 751.1737 ns
IQR = 7.0199 ns, LowerFence = 730.9374 ns, UpperFence = 759.0172 ns
ConfidenceInterval = [739.9698 ns; 750.4844 ns] (CI 99.9%), Margin = 5.2573 ns (0.71% of Mean)
Skewness = -0.39, Kurtosis = 1.61, MValue = 2

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\ActorFrameworkBenchmarks.StringBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\ActorFrameworkBenchmarks.StringBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\ActorFrameworkBenchmarks.StringBenchmarks-report.html

// * Detailed results *
StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 74.4734 ns, StdErr = 0.1555 ns (0.21%); N = 15, StdDev = 0.6022 ns
Min = 73.6227 ns, Q1 = 73.9893 ns, Median = 74.3916 ns, Q3 = 75.1155 ns, Max = 75.6232 ns
IQR = 1.1262 ns, LowerFence = 72.2999 ns, UpperFence = 76.8048 ns
ConfidenceInterval = [73.8296 ns; 75.1171 ns] (CI 99.9%), Margin = 0.6438 ns (0.86% of Mean)
Skewness = 0.53, Kurtosis = 1.95, MValue = 2
-------------------- Histogram --------------------
[73.568 ns ; 75.837 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 180.9845 ns, StdErr = 1.0084 ns (0.56%); N = 34, StdDev = 5.8800 ns
Min = 151.3042 ns, Q1 = 181.7605 ns, Median = 182.2788 ns, Q3 = 182.5930 ns, Max = 184.2856 ns
IQR = 0.8325 ns, LowerFence = 180.5118 ns, UpperFence = 183.8417 ns
ConfidenceInterval = [177.3432 ns; 184.6258 ns] (CI 99.9%), Margin = 3.6413 ns (2.01% of Mean)
Skewness = -4.11, Kurtosis = 19.9, MValue = 2
-------------------- Histogram --------------------
[149.716 ns ; 152.892 ns) | @
[152.892 ns ; 156.069 ns) | 
[156.069 ns ; 159.245 ns) | 
[159.245 ns ; 162.422 ns) | 
[162.422 ns ; 165.879 ns) | 
[165.879 ns ; 169.230 ns) | @
[169.230 ns ; 175.583 ns) | 
[175.583 ns ; 184.355 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer_Ext: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 86.1513 ns, StdErr = 0.1131 ns (0.13%); N = 14, StdDev = 0.4232 ns
Min = 85.4501 ns, Q1 = 85.8679 ns, Median = 86.0970 ns, Q3 = 86.5213 ns, Max = 86.8638 ns
IQR = 0.6534 ns, LowerFence = 84.8878 ns, UpperFence = 87.5015 ns
ConfidenceInterval = [85.6739 ns; 86.6287 ns] (CI 99.9%), Margin = 0.4774 ns (0.55% of Mean)
Skewness = 0, Kurtosis = 1.73, MValue = 2
-------------------- Histogram --------------------
[85.296 ns ; 87.018 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<keep(...)9" /> [40]]
Runtime = ; GC = 
Mean = 88.4036 ns, StdErr = 0.0854 ns (0.10%); N = 14, StdDev = 0.3195 ns
Min = 87.8630 ns, Q1 = 88.1757 ns, Median = 88.4638 ns, Q3 = 88.6697 ns, Max = 88.8677 ns
IQR = 0.4940 ns, LowerFence = 87.4348 ns, UpperFence = 89.4106 ns
ConfidenceInterval = [88.0431 ns; 88.7641 ns] (CI 99.9%), Margin = 0.3605 ns (0.41% of Mean)
Skewness = -0.23, Kurtosis = 1.58, MValue = 2
-------------------- Histogram --------------------
[87.747 ns ; 88.984 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_Base: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 772.0457 ns, StdErr = 1.2616 ns (0.16%); N = 13, StdDev = 4.5489 ns
Min = 764.9445 ns, Q1 = 768.1438 ns, Median = 771.6996 ns, Q3 = 776.3320 ns, Max = 778.0675 ns
IQR = 8.1882 ns, LowerFence = 755.8615 ns, UpperFence = 788.6143 ns
ConfidenceInterval = [766.5983 ns; 777.4932 ns] (CI 99.9%), Margin = 5.4475 ns (0.71% of Mean)
Skewness = -0.23, Kurtosis = 1.48, MValue = 2
-------------------- Histogram --------------------
[763.252 ns ; 779.760 ns) | @@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_Pool: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 833.6517 ns, StdErr = 1.2935 ns (0.16%); N = 13, StdDev = 4.6639 ns
Min = 828.0806 ns, Q1 = 829.7288 ns, Median = 832.7700 ns, Q3 = 837.6395 ns, Max = 844.1948 ns
IQR = 7.9107 ns, LowerFence = 817.8627 ns, UpperFence = 849.5056 ns
ConfidenceInterval = [828.0665 ns; 839.2368 ns] (CI 99.9%), Margin = 5.5852 ns (0.67% of Mean)
Skewness = 0.75, Kurtosis = 2.49, MValue = 2
-------------------- Histogram --------------------
[826.345 ns ; 845.930 ns) | @@@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer_Ext: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 748.5132 ns, StdErr = 1.8204 ns (0.24%); N = 12, StdDev = 6.3059 ns
Min = 741.8610 ns, Q1 = 745.0175 ns, Median = 745.9660 ns, Q3 = 750.1812 ns, Max = 765.2448 ns
IQR = 5.1637 ns, LowerFence = 737.2720 ns, UpperFence = 757.9267 ns
ConfidenceInterval = [740.4363 ns; 756.5901 ns] (CI 99.9%), Margin = 8.0769 ns (1.08% of Mean)
Skewness = 1.45, Kurtosis = 4.36, MValue = 2
-------------------- Histogram --------------------
[739.451 ns ; 767.655 ns) | @@@@@@@@@@@@
---------------------------------------------------

StringBenchmarks.ToString_ExistingBuffer: InProcess(Toolchain=InProcessEmitToolchain) [Test=<matc(...)list> [893]]
Runtime = ; GC = 
Mean = 745.2271 ns, StdErr = 1.2176 ns (0.16%); N = 13, StdDev = 4.3901 ns
Min = 737.8633 ns, Q1 = 741.4673 ns, Median = 747.3947 ns, Q3 = 748.4872 ns, Max = 751.1737 ns
IQR = 7.0199 ns, LowerFence = 730.9374 ns, UpperFence = 759.0172 ns
ConfidenceInterval = [739.9698 ns; 750.4844 ns] (CI 99.9%), Margin = 5.2573 ns (0.71% of Mean)
Skewness = -0.39, Kurtosis = 1.61, MValue = 2
-------------------- Histogram --------------------
[736.230 ns ; 752.807 ns) | @@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.706 (1803/April2018Update/Redstone4)
Intel Core i7-7700HQ CPU 2.80GHz (Kaby Lake), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.0.100-preview4-011223
  [Host] : .NET Core 3.0.0-preview4-27615-11 (CoreCLR 4.6.27615.73, CoreFX 4.700.19.21213), 64bit RyuJIT

Job=InProcess  Toolchain=InProcessEmitToolchain  

|                      Method |                  Test |      Mean |     Error |    StdDev | Ratio | RatioSD |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|---------------------------- |---------------------- |----------:|----------:|----------:|------:|--------:|-------:|------:|------:|----------:|
|               ToString_Base |  <keep(...)9" /> [40] |  74.47 ns | 0.6438 ns | 0.6022 ns |  1.00 |    0.00 | 0.0055 |     - |     - |     104 B |
|               ToString_Pool |  <keep(...)9" /> [40] | 180.98 ns | 3.6413 ns | 5.8800 ns |  2.41 |    0.11 | 0.0055 |     - |     - |     104 B |
| ToString_ExistingBuffer_Ext |  <keep(...)9" /> [40] |  86.15 ns | 0.4774 ns | 0.4232 ns |  1.16 |    0.01 | 0.0055 |     - |     - |     104 B |
|     ToString_ExistingBuffer |  <keep(...)9" /> [40] |  88.40 ns | 0.3605 ns | 0.3195 ns |  1.19 |    0.01 | 0.0055 |     - |     - |     104 B |
|                             |                       |           |           |           |       |         |        |       |       |           |
|               ToString_Base | <matc(...)list> [893] | 772.05 ns | 5.4475 ns | 4.5489 ns |  1.00 |    0.00 | 0.0963 |     - |     - |    1808 B |
|               ToString_Pool | <matc(...)list> [893] | 833.65 ns | 5.5852 ns | 4.6639 ns |  1.08 |    0.01 | 0.0963 |     - |     - |    1808 B |
| ToString_ExistingBuffer_Ext | <matc(...)list> [893] | 748.51 ns | 8.0769 ns | 6.3059 ns |  0.97 |    0.01 | 0.0963 |     - |     - |    1808 B |
|     ToString_ExistingBuffer | <matc(...)list> [893] | 745.23 ns | 5.2573 ns | 4.3901 ns |  0.97 |    0.01 | 0.0963 |     - |     - |    1808 B |

// * Legends *
  Test      : Value of the 'Test' parameter
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:03:06 (186.88 sec), executed benchmarks: 8

Global total time: 00:03:07 (187.03 sec), executed benchmarks: 8
// * Artifacts cleanup *
